Flight#:string, Date:string, Reg:string, From:string, To:string, PIC:number, Type:string, Landings:number, Aprcs:number, Comment:string, Dual:number, ActI:number, SimI:number, Sim:number, Type:1:string, Class:string, Tailwheel:string, Turbine:string
1472,2020/04/08,N824MZ,KBFI,KBVS,1.1,AEST,1,0,"practice apps at BVS, x RNAV 29",0,0,0,0,AEST,MEL,0,0
1471,2020/03/19,N824MZ,KCOE,KBFI,1.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1470,2020/03/19,N824MZ,KBFI,KCOE,1.6,AEST,1,0,practice RNAV at KDEW,0,0,0,0,AEST,MEL,0,0
1469,2020/03/10,N824MZ,KBFI,KBFI,1.5,AEST,1,0,practice RNAV apps at KSHN,0,0,0,0,AEST,MEL,0,0
1468,2020/02/21,N824MZ,KBFI,KBVS,1.3,AEST,1,5,"PAE: ILS-16x3, VOR BVS: RNVA-29 w. A. Maritz",0,0,1.3,0,AEST,MEL,0,0
1467,2020/02/21,N824MZ,KBVS,KBFI,0.6,AEST,1,1,BFI: ILS-14 w. A. Maritz,0,0,0,0,AEST,MEL,0,0
1466,2020/02/20,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1465,2020/02/19,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1464,2020/02/18,N824MZ,KBFI,KBFI,1.2,AEST,1,0,kbvs,0,0,0,0,AEST,MEL,0,0
1463,2019/12/22,N824MZ,KBFI,KBFI,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1462,2019/11/28,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1461,2019/11/27,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1460,2019/11/13,ZS-PSD,FASI,FASI,0.5,C206,3,0,,0,0,0,0,C206,SEL,0,0
1459,2019/11/12,N248JP,FVCZ,FAPP,1.4,C208,1,0,IFR enroute,0,0.5,0,0,C208,SEL,0,1
1458,2019/11/12,N248JP,FAPP,FASI,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1457,2019/11/12,N248JP,FVDV,FVCZ,0.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1456,2019/11/10,N248JP,FVMH,FVDV,0.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1455,2019/11/07,N248JP,FVJN,FVMH,1.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1454,2019/11/07,N248JP,FLPL,FLHN,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1453,2019/11/07,N248JP,FLHN,FVJN,1.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1452,2019/11/04,N248JP,FLHN,FLPL,1.4,C208,1,0,Plains Airstrip on Busanga,0,0,0,0,C208,SEL,0,1
1451,2019/11/04,N248JP,FLHP,FLHN,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1450,2019/10/31,N248JP,FLHN,FLHP,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1449,2019/10/30,N248JP,FAPP,FLHN,2.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1448,2019/10/30,N248JP,FASI,FAPP,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1447,2019/10/28,N248JP,FACT,FATP,3.1,C208,1,0,via FAGG,0,0,0,0,C208,SEL,0,1
1446,2019/10/28,N248JP,FATP,FASI,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1445,2019/10/23,N248JP,FAUP,FACT,2.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1444,2019/10/23,N248JP,FYSO,FYWH,0.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1443,2019/10/23,N248JP,FYWH,FAUP,2.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1442,2019/10/19,N248JP,FYWH,FYSO,0.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1441,2019/10/19,N248JP,FYSO,FYWH,0.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1440,2019/10/18,N248JP,FYWO,FYSO,1.1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1439,2019/10/17,N248JP,FYWE,FYWO,1,C208,1,0,"Woltemade, Ritter Ranch",0,0,0,0,C208,SEL,0,1
1438,2019/10/16,N248JP,FBMN,FYWE,2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1437,2019/10/16,N248JP,FBDV,FBMN,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1436,2019/10/14,N248JP,FBMN,FBDV,0.5,C208,1,0,Deception Valley,0,0,0,0,C208,SEL,0,1
1435,2019/10/14,N248JP,FLHN,FBMN,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1434,2019/10/13,N248JP,FLPL,FLHN,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1433,2019/10/10,N248JP,FLHP,FLPL,0.4,C208,1,0,"Plains Airstrip, Busanga",0,0,0,0,C208,SEL,0,1
1432,2019/10/06,N248JP,FLHN,FLHP,1.1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1431,2019/10/05,N248JP,FAPP,FLHN,2.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1430,2019/10/05,N248JP,FASI,FAPP,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1429,2019/10/04,N248JP,FASI,FASI,0.7,C208,1,0,With Johan van Zyl,0,0,0,0,C208,SEL,0,1
1428,2019/09/21,N824MZ,KBFI,KPAE,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1427,2019/09/21,N824MZ,CYYJ,KBFI,0.8,AEST,1,1,ILS-14R,0,0,0,0,AEST,MEL,0,0
1426,2019/09/11,N4242G,KPAE,KAPE,1.5,8KCAB,1,0,via BVS,0,0,0,0,8KCAB,SEL,1,0
1425,2019/08/23,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1424,2019/08/23,N824MZ,KBFI,CYYJ,0.8,AEST,1,1,ILS-27,0,0,0,0,AEST,MEL,0,0
1423,2019/08/18,N4242G,KPAE,KPAE,1,8KCAB,1,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1422,2019/08/16,N824MZ,KSTS,KBFI,2.7,AEST,1,1,ILS-14,0,0.3,0,0,AEST,MEL,0,0
1421,2019/08/15,N824MZ,KBFI,KSTS,2.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1420,2019/07/30,N824MZ,KBFI,KBVS,1.5,AEST,1,6,"PAE ILS-16x3, Hold, BVS RNV29x2, RNV11 - A. Maritz",0,0,0,0,AEST,MEL,0,0
1419,2019/07/28,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1418,2019/07/26,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1417,2019/07/12,N4242G,KPAE,KPAE,1,8KCAB,6,0,,0,0,0,0,8KCAB,SEL,1,0
1416,2019/07/05,N4242G,KPAE,KPAE,1,8KCAB,6,0,via kawo,0,0,0,0,8KCAB,SEL,1,0
1415,2019/06/28,N248JP,FAEL,FASI,2.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1414,2019/06/26,N248JP,FAMG,FAEL,1.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1413,2019/06/20,N248JP,FVCZ,FAPP,1.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1412,2019/06/20,N248JP,FVDV,FVCZ,0.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1411,2019/06/20,N248JP,FAPP,FAMG,2.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1410,2019/06/18,N248JP,FVMH,FVDV,0.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1409,2019/06/14,N248JP,FAPP,FVCZ,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1408,2019/06/14,N248JP,FVCZ,FVMH,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1407,2019/06/14,N248JP,FASI,FAPP,1.1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1406,2019/06/13,N248JP,FAMG,FASI,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1405,2019/06/13,N248JP,FASI,FAMG,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1404,2019/06/11,N248JP,FAPP,FASI,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1403,2019/06/11,N248JP,FLHP,FLHN,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1402,2019/06/11,N248JP,FLHN,FAPP,3.1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1401,2019/06/02,N248JP,FBMN,FLHN,1.1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1400,2019/06/02,N248JP,FLHN,FLHP,1.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1399,2019/06/02,N248JP,FYWE,FBMN,2.3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1398,2019/05/23,N4242G,KPAE,KBVS,0.6,8KCAB,3,0,,0,0,0,0,8KCAB,SEL,1,0
1397,2019/05/23,N4242G,KBVS,KPAE,1,8KCAB,4,0,via Lopez,0,0,0,0,8KCAB,SEL,1,0
1396,2019/05/19,N4242G,KPAE,KPAE,1,8KCAB,5,0,"slow flight, steep turns, b. rolls",0,0,0,0,8KCAB,SEL,1,0
1395,2019/05/18,N4242G,KPAE,KPAE,1.2,8KCAB,8,0,"AWO, BVS",0,0,0,0,8KCAB,SEL,1,0
1394,2019/05/15,N4242G,CYYJ,KPAE,1,8KCAB,2,0,via BLI,0,0,0,0,8KCAB,SEL,1,0
1393,2019/05/13,N4242G,KPAE,CYYJ,0.8,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1392,2019/04/27,N4242G,KPAE,KBVS,1,8KCAB,2,0,BFR w. Adam Maritz,0,0,0,0,8KCAB,SEL,1,0
1391,2019/02/21,N4242G,KPAE,KPAE,1.5,8KCAB,3,0,"KBVS,KBFI",0,0,0,0,8KCAB,SEL,1,0
1390,2019/01/12,N4242G,KBVS,3W5,0.5,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1389,2019/01/12,N4242G,KPAE,KBVS,0.5,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1388,2019/01/12,N4242G,3W5,KPAE,0.8,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1387,2019/01/11,N824MZ,KBFI,KBVS,0.8,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1386,2019/01/11,N824MZ,KBVS,KCOE,1.3,AEST,1,1,"COE ILS-06, 400' overcast",0,0.3,0,0,AEST,MEL,0,0
1385,2018/12/31,N4242G,KPAE,KPAE,1,8KCAB,2,0,burger at KBVS,0,0,0,0,8KCAB,SEL,1,0
1384,2018/12/06,N4242G,CYYJ,KPAE,1.3,8KCAB,2,0,via KBLI,0,0,0,0,8KCAB,SEL,1,0
1383,2018/12/05,N4242G,KPAE,CYYJ,0.9,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1382,2018/12/03,N4242G,KPAE,KPAE,1,8KCAB,6,0,KAWO,0,0,0,0,8KCAB,SEL,1,0
1381,2018/11/14,N248JP,FBMN,FYWE,2.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1380,2018/11/14,N248JP,FLKL,FLHN,2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1379,2018/11/14,N248JP,FLHN,FBMN,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1378,2018/11/11,N248JP,FLHN,FLKL,1.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1377,2018/11/11,N248JP,FLHP,FLHN,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1376,2018/11/04,N248JP,FLHN,FLHP,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1375,2018/11/04,N248JP,FBMN,FLHN,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1374,2018/11/03,N248JP,FYSO,FYWE,0.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1373,2018/11/03,N248JP,FYWE,FBMN,2.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1372,2018/11/01,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1371,2018/10/31,N248JP,FALA,FYWE,3.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1370,2018/10/31,N248JP,FASI,FALA,0.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1369,2018/10/30,ZS-PSD,FASI,FASI,0.5,C206,2,0,--,0,0,0,0,C206,SEL,0,0
1368,2018/10/29,N248JP,FASI,FASI,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1367,2018/10/03,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via KBLI,0,0,0,0,8KCAB,SEL,1,0
1366,2018/10/03,N4242G,KPAE,CYYJ,0.8,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1365,2018/09/21,N824MZ,KBFI,KPAE,0.5,AEST,1,1,PAE ILS-16Z,0,0.2,0,0,AEST,MEL,0,0
1364,2018/09/21,N824MZ,KPAE,KBFI,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1363,2018/09/21,N824MZ,KPAE,KPAE,1.2,AEST,1,5,"BVS GPS29HoldGPS11, PAE ILS16,VOR,GPS Adam Maritz",0,0.5,0,0,AEST,MEL,0,0
1362,2018/09/21,N4242G,KPAE,KPAE,1.4,8KCAB,2,0,land Orcas Island,0,0,0,0,8KCAB,SEL,1,0
1361,2018/09/06,N824MZ,CYAZ,KBFI,1.2,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1360,2018/09/04,N824MZ,KBFI,CYAZ,1.6,AEST,2,0,via CYYJ,0,0,0,0,AEST,MEL,0,0
1359,2018/08/30,N4242G,KPAE,KPAE,0.8,8KCAB,3,0,--,0,0,0,0,8KCAB,SEL,1,0
1358,2018/08/28,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1357,2018/08/27,N824MZ,CYBL,CYYJ,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1356,2018/08/24,N824MZ,KBFI,CYBL,1,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1355,2018/08/06,N824MZ,CYYJ,KBFI,0.8,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1354,2018/08/05,N824MZ,KBFI,CYYJ,0.8,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1353,2018/07/22,N4242G,KPAE,KPAE,1.2,8KCAB,2,0,two flights with Wassef and son,0,0,0,0,8KCAB,SEL,1,0
1352,2018/07/20,N824MZ,KSJC,KBFI,2.8,AEST,1,1,BFI ILS-14R,0,0.4,0,0,AEST,MEL,0,0
1351,2018/07/18,N824MZ,KMFR,KSJC,1.6,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1350,2018/07/18,N824MZ,KBFI,KMFR,1.8,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1349,2018/07/17,N4242G,KPAE,KPAE,1,8KCAB,6,0,--,0,0,0,0,8KCAB,SEL,1,0
1348,2018/07/14,N824MZ,KBFI,KBFI,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1347,2018/06/17,N248JP,FBMN,FALA,2.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1346,2018/06/17,N248JP,FALA,FASI,0.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1345,2018/06/16,N248JP,FLHP,FLHN,1.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1344,2018/06/16,N248JP,FLHN,FBMN,1.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1343,2018/06/09,N248JP,FLHN,FLHP,1.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1342,2018/06/07,N248JP,FYKM,FLHN,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1341,2018/06/07,N248JP,FYLS,FYKM,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1340,2018/06/05,N248JP,FYTK,FYLS,1.4,C208,1,0,Lianshulu,0,0,0,0,C208,SEL,0,1
1339,2018/06/04,N248JP,FYWE,ZZZZ,0.7,C208,1,0,Woltemade guest farm - Rolf & Uli Ritter,0,0,0,0,C208,SEL,0,1
1338,2018/06/04,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1337,2018/06/04,N248JP,ZZZZ,FYTK,1.4,C208,1,0,Tsumkwe - Bushman Land,0,0,0,0,C208,SEL,0,1
1336,2018/06/02,ZU-IMS,FYSO,FYSO,0.8,T194,2,0,Sundowmer at Spaarwater,0,0,0,0,T194,SEL,1,0
1335,2018/06/01,ZU-IMS,FYSO,FYSO,0.5,T194,1,0,Demonstrate Bushcat to Mike@Scenic,0,0,0,0,T194,SEL,1,0
1334,2018/05/31,N248JP,DUNDI,FAUP,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1333,2018/05/31,N248JP,FYWE,FYSO,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1332,2018/05/31,N248JP,FAUP,FYWE,2.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1331,2018/05/30,N248JP,ALMAR,DUNDI,2.5,C208,1,0,Dundi Lodge,0,0,0,0,C208,SEL,0,1
1330,2018/05/29,N248JP,FASI,ALMAR,1.6,C208,1,0,Almar Game Ranch,0,0,0,0,C208,SEL,0,1
1329,2018/05/28,ZU-IMS,FASI,FASI,0.5,T194,3,0,--,0,0,0,0,T194,SEL,1,0
1328,2018/05/25,N248JP,FAKM,FASI,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1327,2018/05/25,N248JP,FASI,FATP,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1326,2018/05/25,ZU-IIV,FASI,FASI,0.8,T194,3,0,--,0,0,0,0,T194,SEL,1,0
1325,2018/05/25,N248JP,FATP,FAKM,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1324,2018/05/24,N248JP,FASI,FASI,1,C208,2,0,"Recurrent Training w. J. van Zyl, refuel at FAGM",0,0,0,0,C208,SEL,0,1
1323,2018/05/22,N248JP,FAPM,FASI,1.5,C208,1,0,"Crab Apple Farm, Melouney Farm",0,0,0,0,C208,SEL,0,1
1322,2018/05/21,N248JP,FAPP,FAPM,2.1,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1321,2018/05/19,N248JP,FALA,FAPP,1.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1320,2018/05/19,N248JP,FYWE,FALA,3.3,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1319,2018/05/19,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1318,2018/05/18,N248JP,FYSO,FYWE,0.9,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1317,2018/05/18,N248JP,FYWE,FYSO,0.9,C208,1,0,low clouds at Solitiare,0,0,0,0,C208,SEL,0,1
1316,2018/05/17,N248JP,FYSO,FYSO,0.8,C208,2,0,land Spaarwater,0,0,0,0,C208,SEL,0,1
1315,2018/05/16,N248JP,FYWE,FYSO,1,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1314,2018/04/30,N824MZ,KBFI,KPAE,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1313,2018/04/30,N4242G,KAWO,KPAE,0.5,8KCAB,3,0,--,0,0,0,0,8KCAB,SEL,1,0
1312,2018/04/30,N824MZ,KPAE,KBFI,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1311,2018/04/27,N824MZ,KBFI,CYYJ,1,AEST,1,0,--,0,0.2,0,0,AEST,MEL,0,0
1310,2018/04/27,N824MZ,CYYJ,KBFI,0.8,AEST,1,1,BFI-ILS-14R,0,0.2,0,0,AEST,MEL,0,0
1309,2018/04/26,N824MZ,KBFI,KBFI,1.5,AEST,1,0,"via HQM, SHN, practice apps",0,0,0,0,AEST,MEL,0,0
1308,2018/04/20,N824MZ,KBFI,KBFI,1.2,AEST,2,0,practice approaches at SHN,0,0,0,0,AEST,MEL,0,0
1307,2018/04/19,N248JP,FYWE,FALA,3.3,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1306,2018/04/19,N824MZ,KCOE,KCOE,1.5,AEST,1,2,"GEG-RNAV-07, COE-ILS-06, J. Lionetti",0,0,1.2,0,AEST,MEL,0,0
1305,2018/04/19,N824MZ,KCOE,KBFI,1.5,AEST,1,1,"BFI-ILS-32, IPC with J. Lionetti",0,0,0,0,AEST,MEL,0,0
1304,2018/04/18,N4242G,KPAE,KPAE,0.8,8KCAB,4,0,fuel leak,0,0,0,0,8KCAB,SEL,1,0
1303,2018/04/13,N824MZ,KCOE,KCOE,0.6,AEST,3,0,--,0,0,0,0,AEST,MEL,0,0
1302,2018/03/19,N4242G,KPAE,KPAE,1.7,8KCAB,6,0,"0S9, AWO",0,0,0,0,8KCAB,SEL,1,0
1301,2018/03/15,N4242G,KPAE,KPAE,1,8KCAB,2,0,harvey field,0,0,0,0,8KCAB,SEL,1,0
1300,2018/02/19,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1299,2018/02/12,N4242G,KPAE,KPAE,1.9,8KCAB,9,0,"OS9, AWO, W10 (Port Townsend, Arlington, Langley)",0,0,0,0,8KCAB,SEL,1,0
1298,2018/02/10,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via BLI,0,0,0,0,8KCAB,SEL,1,0
1297,2018/02/10,N4242G,KPAE,CYYJ,1,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1296,2018/01/04,N4242G,KPAE,KPAE,1.1,8KCAB,4,0,"via Harvey, slow, steep",0,0,0,0,8KCAB,SEL,1,0
1295,2018/01/03,N4242G,KPAE,KPAE,1,8KCAB,5,0,"AWO, slow flight etc",0,0,0,0,8KCAB,SEL,1,0
1294,2017/12/14,N4242G,KPAE,KAPE,1.5,8KCAB,6,0,to/from AWO,0,0,0,0,8KCAB,SEL,1,0
1293,2017/12/02,N248JP,FLKK,FAPP,3,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1292,2017/12/02,N248JP,FAPP,FASI,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1291,2017/12/02,N248JP,MBIZI,FLKK,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1290,2017/11/30,N248JP,FLHN,MBIZI,2,C208,1,0,Visit Ndevu,0,0,0,0,C208,SEL,0,1
1289,2017/11/29,N248JP,FLHP,FLHN,1.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1288,2017/11/23,N248JP,FYKT,FLHN,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1287,2017/11/23,N248JP,FLHN,FLHP,1.4,C208,1,0,Visit Kafue River Lodge,0,0,0,0,C208,SEL,0,1
1286,2017/11/23,N248JP,SUSUWE,FYKT,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1285,2017/11/20,N248JP,FYSO,FYWE,0.9,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1284,2017/11/20,N248JP,FYWE,SUSUWE,3,C208,1,0,Stay at Nambwa Camp,0,0,0,0,C208,SEL,0,1
1283,2017/11/18,N248JP,FYSO,FYSO,1.8,C208,2,0,to/from FYWH,0,0,0,0,C208,SEL,0,1
1282,2017/11/14,N248JP,FYWH,FYSO,1.3,C208,2,0,via FYWE,0,0,0,0,C208,SEL,0,1
1281,2017/11/13,N248JP,FASI,FYWH,4.2,C208,2,0,via FALA,0,0,0,0,C208,SEL,0,1
1280,2017/11/01,N248JP,FASI,FASI,0.7,C208,3,0,via FAHG,0,0,0,0,C208,SEL,0,1
1279,2017/10/30,ZU-IIV,FAPM,FASI,2.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1278,2017/10/29,ZU-IIV,FASI,FAPM,3,T194,2,0,"via FAGY, attempt FAVG",0,0,0,0,T194,SEL,1,0
1277,2017/10/28,ZU-IIV,FASI,FASI,0.5,T194,3,0,--,0,0,0,0,T194,SEL,1,0
1276,2017/09/24,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via KBLI,0,0,0,0,8KCAB,SEL,1,0
1275,2017/09/22,N4242G,KBFI,CYYJ,1,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1274,2017/09/14,N4242G,KBFI,KBFI,2,8KCAB,3,0,"Darrington, Concrete, KBVS",0,0,0,0,8KCAB,SEL,1,0
1273,2017/09/13,N4242G,KBFI,KBFI,1.5,8KCAB,6,0,"KSHN, KPWT",0,0,0,0,8KCAB,SEL,1,0
1272,2017/09/12,N4242G,KBFI,KBFI,1.5,8KCAB,8,0,"via SHN, PWT",0,0,0,0,8KCAB,SEL,1,0
1271,2017/09/10,N4242G,KBFI,KBFI,1.2,8KCAB,6,0,via PWT,0,0,0,0,8KCAB,SEL,1,0
1270,2017/08/11,N4242G,KBFI,KBFI,1.8,8KCAB,8,0,Stop at AWO,0,0,0,0,8KCAB,SEL,1,0
1269,2017/06/08,N248JP,FLHP,FLHN,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1268,2017/06/03,N248JP,FLHN,FLHP,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1267,2017/06/02,N248JP,FALA,FLHN,3.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1266,2017/05/29,N248JP,FYSO,FYWH,0.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1265,2017/05/29,N248JP,FYWH,FALA,3.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1264,2017/05/27,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1263,2017/05/10,N4242G,CYYJ,KBFI,1.3,8KCAB,1,0,via KBLI,0,0,0,0,8KCAB,SEL,1,0
1262,2017/05/09,N4242G,KBFI,CYYJ,1,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1261,2017/04/27,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1260,2017/04/18,N824MZ,KBFI,KPAE,0.4,AEST,1,0,accident,0,0,0,0,AEST,MEL,0,0
1259,2017/03/18,N248JP,FACT,FYWE,4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1258,2017/03/14,N248JP,FAGG,FACT,1.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1257,2017/03/11,N248JP,FAPM,FAGG,3,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1256,2017/03/07,N248JP,FALA,FAPM,2.5,C208,2,0,via FASI,0,0,0,0,C208,SEL,0,1
1255,2017/03/03,ZU-IIV,FASI,FASI,0.6,T194,4,0,--,0,0,0,0,T194,SEL,1,0
1254,2017/03/02,ZU-IIV,FASI,FASI,0.7,T194,5,0,--,0,0,0,0,T194,SEL,1,0
1253,2017/02/22,N338BC,KPAE,KPAE,1.2,T194,6,0,--,0,0,0,0,T194,SEL,1,0
1252,2017/02/17,N4242G,KPAE,KPAE,1.8,8KCAB,2,0,BVS,0,0,0,0,8KCAB,SEL,1,0
1251,2017/02/14,N824MZ,KBFI,KBFI,1.2,AEST,2,0,BVS,0,0,0,0,AEST,MEL,0,0
1250,2017/02/13,N4242G,KPAE,KPAE,0.7,8KCAB,3,0,--,0,0,0,0,8KCAB,SEL,1,0
1249,2017/02/13,N338BC,KPAE,KPAE,0.8,T194,3,0,--,0,0,0,0,T194,SEL,1,0
