Date,Reg,From,To,PIC:number,Type,Landings:number,Aprcs:number,Comment,Dual:number,ActI:number,SimI:number,Sim:number,
5/31/2018,N248JP,DUNDI,FAUP,0.5,C208,1,0,--,0,0,0,0,0
5/31/2018,N248JP,FYWE,FYSO,0.8,C208,1,0,--,0,0,0,0,0
5/31/2018,N248JP,FAUP,FYWE,2.7,C208,1,0,--,0,0,0,0,0
5/30/2018,N248JP,ALMAR,DUNDI,2.5,C208,1,0,Dundi Lodge,0,0,0,0,0
5/29/2018,N248JP,FASI,ALMAR,1.6,C208,1,0,Almar Game Ranch,0,0,0,0,0
5/28/2018,ZU-IMS,FASI,FASI,0.5,T194,3,0,--,0,0,0,0,0
5/25/2018,N248JP,FAKM,FASI,1.5,C208,1,0,--,0,0,0,0,0
5/25/2018,N248JP,FASI,FATP,1.5,C208,1,0,--,0,0,0,0,0
5/25/2018,ZU-IIV,FASI,FASI,0.8,T194,3,0,--,0,0,0,0,0
5/25/2018,N248JP,FATP,FAKM,0.5,C208,1,0,--,0,0,0,0,0
5/24/2018,N248JP,FASI,FASI,1,C208,2,0,"Recurrent Training w. J. van Zyl, refuel at FAGM",0,0,0,0,0
5/22/2018,N248JP,FAPM,FASI,1.5,C208,1,0,"Crab Apple Farm, Melouney Farm",0,0,0,0,0
5/21/2018,N248JP,FAPP,FAPM,2.1,C208,1,0,--,0,0,0,0,0
5/19/2018,N248JP,FALA,FAPP,1.4,C208,1,0,--,0,0,0,0,0
5/19/2018,N248JP,FYWE,FALA,3.3,C208,1,0,--,0,0,0,0,0
5/19/2018,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,0
5/18/2018,N248JP,FYSO,FYWE,0.9,C208,1,0,--,0,0,0,0,0
5/18/2018,N248JP,FYWE,FYSO,0.9,C208,1,0,low clouds at Solitiare,0,0,0,0,0
5/17/2018,N248JP,FYSO,FYSO,0.8,C208,2,0,land Spaarwater,0,0,0,0,0
5/16/2018,N248JP,FYWE,FYSO,1,C208,1,0,--,0,0,0,0,0
4/30/2018,N824MZ,KBFI,KPAE,0.5,AEST,1,0,--,0,0,0,0,0
4/30/2018,N4242G,KAWO,KPAE,0.5,8KCAB,3,0,--,0,0,0,0,0
4/30/2018,N824MZ,KPAE,KBFI,0.5,AEST,1,0,--,0,0,0,0,0
4/27/2018,N824MZ,KBFI,CYYJ,1,AEST,1,0,--,0,0.2,0,0,0
4/27/2018,N824MZ,CYYJ,KBFI,0.8,AEST,1,1,BFI-ILS-14R,0,0.2,0,0,0
4/26/2018,N824MZ,KBFI,KBFI,1.5,AEST,1,0,"via HQM, SHN, practice apps",0,0,0,0,0
4/20/2018,N824MZ,KBFI,KBFI,1.2,AEST,2,0,practice approaches at SHN,0,0,0,0,0
4/19/2018,N248JP,FYWE,FALA,3.3,C208,1,0,--,0,0,0,0,0
4/19/2018,N824MZ,KCOE,KCOE,1.5,AEST,1,2,"GEG-RNAV-07, COE-ILS-06, J. Lionetti",0,0,1.2,0,0
4/19/2018,N824MZ,KCOE,KBFI,1.5,AEST,1,1,"BFI-ILS-32, IPC with J. Lionetti",0,0,0,0,0
4/18/2018,N4242G,KPAE,KPAE,0.8,8KCAB,4,0,fuel leak,0,0,0,0,0
4/13/2018,N824MZ,KCOE,KCOE,0.6,AEST,3,0,--,0,0,0,0,0
3/19/2018,N4242G,KPAE,KPAE,1.7,8KCAB,6,0,"0S9, AWO",0,0,0,0,0
3/15/2018,N4242G,KPAE,KPAE,1,8KCAB,2,0,harvey field,0,0,0,0,0
2/19/2018,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,0
2/12/2018,N4242G,KPAE,KPAE,1.9,8KCAB,9,0,"OS9, AWO, W10 (Port Townsend, Arlington, Langley)",0,0,0,0,0
2/10/2018,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via BLI,0,0,0,0,0
2/10/2018,N4242G,KPAE,CYYJ,1,8KCAB,1,0,--,0,0,0,0,0
1/4/2018,N4242G,KPAE,KPAE,1.1,8KCAB,4,0,"via Harvey, slow, steep",0,0,0,0,0
1/3/2018,N4242G,KPAE,KPAE,1,8KCAB,5,0,"AWO, slow flight etc",0,0,0,0,0
12/14/2017,N4242G,KPAE,KAPE,1.5,8KCAB,6,0,to/from AWO,0,0,0,0,0
12/2/2017,N248JP,FLKK,FAPP,3,C208,1,0,--,0,0,0,0,0
12/2/2017,N248JP,FAPP,FASI,1.5,C208,1,0,--,0,0,0,0,0
12/2/2017,N248JP,MBIZI,FLKK,0.8,C208,1,0,--,0,0,0,0,0
11/30/2017,N248JP,FLHN,MBIZI,2,C208,1,0,Visit Ndevu,0,0,0,0,0
11/29/2017,N248JP,FLHP,FLHN,1.4,C208,1,0,--,0,0,0,0,0
11/23/2017,N248JP,FYKT,FLHN,0.8,C208,1,0,--,0,0,0,0,0
11/23/2017,N248JP,FLHN,FLHP,1.4,C208,1,0,Visit Kafue River Lodge,0,0,0,0,0
11/23/2017,N248JP,SUSUWE,FYKT,0.5,C208,1,0,--,0,0,0,0,0
11/20/2017,N248JP,FYSO,FYWE,0.9,C208,1,0,--,0,0,0,0,0
11/20/2017,N248JP,FYWE,SUSUWE,3,C208,1,0,Stay at Nambwa Camp,0,0,0,0,0
11/18/2017,N248JP,FYSO,FYSO,1.8,C208,2,0,to/from FYWH,0,0,0,0,0
11/14/2017,N248JP,FYWH,FYSO,1.3,C208,2,0,via FYWE,0,0,0,0,0
11/13/2017,N248JP,FASI,FYWH,4.2,C208,2,0,via FALA,0,0,0,0,0
11/1/2017,N248JP,FASI,FASI,0.7,C208,3,0,via FAHG,0,0,0,0,0
10/30/2017,ZU-IIV,FAPM,FASI,2.5,T194,1,0,--,0,0,0,0,0
10/29/2017,ZU-IIV,FASI,FAPM,3,T194,2,0,"via FAGY, attempt FAVG",0,0,0,0,0
10/28/2017,ZU-IIV,FASI,FASI,0.5,T194,3,0,--,0,0,0,0,0
9/24/2017,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via KBLI,0,0,0,0,0
9/22/2017,N4242G,KBFI,CYYJ,1,8KCAB,1,0,--,0,0,0,0,0
9/14/2017,N4242G,KBFI,KBFI,2,8KCAB,3,0,"Darrington, Concrete, KBVS",0,0,0,0,0
9/13/2017,N4242G,KBFI,KBFI,1.5,8KCAB,6,0,"KSHN, KPWT",0,0,0,0,0
9/12/2017,N4242G,KBFI,KBFI,1.5,8KCAB,8,0,"via SHN, PWT",0,0,0,0,0
9/10/2017,N4242G,KBFI,KBFI,1.2,8KCAB,6,0,via PWT,0,0,0,0,0
8/11/2017,N4242G,KBFI,KBFI,1.8,8KCAB,8,0,Stop at AWO,0,0,0,0,0
6/8/2017,N248JP,FLHP,FLHN,1.5,C208,1,0,--,0,0,0,0,0
6/3/2017,N248JP,FLHN,FLHP,1.5,C208,1,0,--,0,0,0,0,0
6/2/2017,N248JP,FALA,FLHN,3.5,C208,1,0,--,0,0,0,0,0
5/29/2017,N248JP,FYSO,FYWH,0.7,C208,1,0,--,0,0,0,0,0
5/29/2017,N248JP,FYWH,FALA,3.5,C208,1,0,--,0,0,0,0,0
5/27/2017,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,0
5/10/2017,N4242G,CYYJ,KBFI,1.3,8KCAB,1,0,via KBLI,0,0,0,0,0
5/9/2017,N4242G,KBFI,CYYJ,1,8KCAB,1,0,--,0,0,0,0,0
4/27/2017,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,--,0,0,0,0,0
4/18/2017,N824MZ,KBFI,KPAE,0.4,AEST,1,0,accident,0,0,0,0,0
3/18/2017,N248JP,FACT,FYWE,4,C208,1,0,--,0,0,0,0,0
3/14/2017,N248JP,FAGG,FACT,1.5,C208,1,0,--,0,0,0,0,0
3/11/2017,N248JP,FAPM,FAGG,3,C208,1,0,--,0,0,0,0,0
3/7/2017,N248JP,FALA,FAPM,2.5,C208,2,0,via FASI,0,0,0,0,0
3/3/2017,ZU-IIV,FASI,FASI,0.6,T194,4,0,--,0,0,0,0,0
3/2/2017,ZU-IIV,FASI,FASI,0.7,T194,5,0,--,0,0,0,0,0
2/22/2017,N338BC,KPAE,KPAE,1.2,T194,6,0,--,0,0,0,0,0
2/17/2017,N4242G,KPAE,KPAE,1.8,8KCAB,2,0,BVS,0,0,0,0,0
2/14/2017,N824MZ,KBFI,KBFI,1.2,AEST,2,0,BVS,0,0,0,0,0
2/13/2017,N4242G,KPAE,KPAE,0.7,8KCAB,3,0,--,0,0,0,0,0
2/13/2017,N338BC,KPAE,KPAE,0.8,T194,3,0,--,0,0,0,0,0
2/2/2017,N338BC,KPAE,KPAE,1,T194,4,0,AWO,0,0,0,0,0
1/13/2017,N4242G,KPAE,KPAE,1,8KCAB,1,0,AWO,0,0,0,0,0
1/11/2017,N824MZ,KBFI,KBFI,0.6,AEST,1,0,--,0,0,0,0,0
1/11/2017,N4242G,KPAE,KPAE,0.4,8KCAB,1,0,return with MP gauge issue,0,0,0,0,0
1/6/2017,ZU-IIV,FASI,FASI,1.5,T194,6,0,--,0,0,0,0,0
1/5/2017,N248JP,FAPM,FALA,2.2,C208,2,0,via FASI,0,0,0,0,0
1/2/2017,N248JP,FAPE,FAPM,2.1,C208,1,0,--,0,0,0,0,0
1/1/2017,N248JP,FACT,FAPE,2.2,C208,1,0,--,0,0,0,0,0
12/26/2016,N248JP,FYWH,FAUP,2.2,C208,1,0,--,0,0,0,0,0
12/26/2016,N248JP,FYSO,FYWH,0.8,C208,1,0,--,0,0,0,0,0
12/26/2016,N248JP,FAUP,FACT,1.8,C208,1,0,--,0,0,0,0,0
12/20/2016,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,0
12/19/2016,N248JP,FACT,FYWE,5.5,C208,3,0,"land at FYLZ, FYWH",0,0,0,0,0
12/17/2016,N248JP,FASH,FACT,0.5,C208,1,0,--,0,0,0,0,0
12/16/2016,N507PM,FAPG,FASH,3,T194,2,0,"land at FAGG, end of Rally?",0,0,0,0,0
12/15/2016,N507PM,FAHV,FAPG,2.7,T194,1,0,--,0,0,0,0,0
12/14/2016,N507PM,FATP,FAHV,1.5,T194,1,0,--,0,0,0,0,0
12/14/2016,N507PM,FASI,FATP,2.5,T194,1,0,--,0,0,0,0,0
12/13/2016,N248JP,FASI,FASI,1.5,C208,3,0,"Petit, FAGM",0,0,0,0,0
12/12/2016,N507PM,FBSK,FALA,2,T194,1,0,--,0,0,0,0,0
12/12/2016,N507PM,FASY,FASI,0.5,T194,1,0,--,0,0,0,0,0
12/12/2016,N507PM,FALA,FASY,0.5,T194,1,0,--,0,0,0,0,0
12/11/2016,N507PM,FBLV,FBSK,2.7,T194,1,0,--,0,0,0,0,0
12/10/2016,N507PM,FVBU,FBLV,2,T194,1,0,--,0,0,0,0,0
12/8/2016,N507PM,FVFA,FVFA,0.6,T194,1,0,photo over falls with Adam/Travellair,0,0,0,0,0
12/8/2016,N507PM,FVFA,FVBU,2.5,T194,1,0,--,0,0,0,0,0
12/7/2016,N507PM,FVFA,FVFA,1.5,T194,3,0,flights over Vic Falls,0,0,0,0,0
12/6/2016,N507PM,FLKK,FVFA,3,T194,1,0,--,0,0,0,0,0
12/4/2016,N507PM,FLAA,FLKK,2,T194,1,0,--,0,0,0,0,0
12/3/2016,N507PM,HTGW,FLKS,2,T194,1,0,--,0,0,0,0,0
12/3/2016,N507PM,FLKS,FLAA,3,T194,1,0,--,0,0,0,0,0
12/2/2016,N507PM,HTZA,HTDO,3,T194,1,0,--,0,0,0,0,0
12/2/2016,N507PM,HTDO,HTGW,3,T194,1,0,--,0,0,0,0,0
11/30/2016,N507PM,HTLM,HTKJ,1.2,T194,1,0,--,0,0,0,0,0
11/30/2016,N507PM,HTKJ,HTZA,3,T194,1,0,--,0,0,0,0,0
11/29/2016,N507PM,HTAR,HTLM,1,T194,1,0,--,0,0,0,0,0
11/29/2016,N507PM,HTKJ,HTAR,0.5,T194,1,0,--,0,0,0,0,0
11/28/2016,N507PM,HKNW,HTKJ,2,T194,1,0,--,0,0,0,0,0
11/26/2016,N507PM,HKLK,HKEL,3,T194,1,0,--,0,0,0,0,0
11/26/2016,N507PM,HKEL,HKNW,2,T194,1,0,--,0,0,0,0,0
11/25/2016,N507PM,HAGM,HKLK,3.8,T194,1,0,--,0,0,0,0,0
11/22/2016,N507PM,HSDZ,HAGM,2.8,T194,1,0,--,0,0,0,0,0
11/22/2016,N507PM,HSSS,HSDZ,2.8,T194,1,0,--,0,0,0,0,0
11/20/2016,N507PM,HSMR,HSSS,2.9,T194,1,0,--,0,0,0,0,0
11/18/2016,N507PM,HSDN,HSMR,1.5,T194,1,0,--,0,0,0,0,0
11/18/2016,N507PM,HEBL,HSDN,3,T194,1,0,--,0,0,0,0,0
11/17/2016,N507PM,HESN,HEBL,2,T194,1,0,--,0,0,0,0,0
11/16/2016,N507PM,HELX,HESN,1.5,T194,1,0,--,0,0,0,0,0
11/16/2016,N507PM,HEHG,HELX,1.5,T194,1,0,--,0,0,0,0,0
11/15/2016,N507PM,HEOC,HEHG,3,T194,1,0,--,0,0,0,0,0
11/13/2016,N507PM,HEMM,HEOC,3.25,T194,1,0,--,0,0,0,0,0
11/12/2016,N507PM,FGST,HEMM,3.25,T194,1,0,--,0,0,0,0,0
11/11/2016,N507PM,FGMG,FGST,3,T194,1,0,--,0,0,0,0,0
10/28/2016,N506PM,LFRM,LFBL,2,T194,1,0,--,0,0,0,0,0
10/27/2016,N506PM,LFAT,LFRM,2,T194,1,0,--,0,0,0,0,0
10/22/2016,N506PM,EGKA,EGKA,0.5,T194,1,0,--,0,0,0,0,0
10/7/2016,N338BC,KPAE,KPAE,1.2,T194,1,0,--,0,0,0,0,0
10/3/2016,N338BC,KPAE,KPAE,2.3,T194,1,0,--,0,0,0,0,0
9/29/2016,N338BC,KPAE,KPAE,2.5,T194,12,0,AWO & BVS,0,0,0,0,0
9/28/2016,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,0
9/26/2016,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,--,0,0,0,0,0
8/28/2016,N824MZ,KCOE,KBFI,1.5,AEST,1,0,--,0,0,0,0,0
8/26/2016,N248JP,KDAY,KSPI,1.6,C208,1,0,--,0,0,0,0,0
8/26/2016,N248JP,KSPI,KPTT,2.6,C208,1,0,--,0,0,0,0,0
8/26/2016,N248JP,KPTT,KPUB,1.7,C208,1,0,--,0,0,0,0,0
8/25/2016,N248JP,KAVP,KAVP,0.4,C208,1,0,--,0,0,0,0,0
8/25/2016,N248JP,KAVP,KDAY,1.6,C208,1,0,--,0,0,0,0,0
8/25/2016,N248JP,KBED,KAVP,1.6,C208,1,0,--,0,0,0,0,0
8/24/2016,N248JP,KTEB,KBED,1.2,C208,1,0,--,0,0,0,0,0
8/18/2016,N248JP,KZZV,KTEB,2,C208,1,0,--,0,0,0,0,0
8/18/2016,N248JP,KPDA,KZZV,2,C208,1,0,--,0,0,0,0,0
8/17/2016,N248JP,KVEL,KDPA,0,C208,3,0,"w. Steve Zurovski, stop at KAIA, KFOD",6.3,0,0,0,0
8/16/2016,N248JP,KSJC,KVEL,0,C208,2,0,"w. Steve Zurovski, stop at KEKO",4,0,0,0,0
8/14/2016,N248JP,KBFI,KSJC,0,C208,2,0,w. Steve Zurovsky. Stop at KMFR,4,0,0,0,0
8/13/2016,N248JP,KPAE,KPAE,0,C208,3,0,w. Bill Dibiasio,2,0,0,0,0
8/13/2016,N248JP,KPAE,KPAE,0,C208,2,0,w. Bill Dibiasio,1,0,0,0,0
8/12/2016,N248JP,KPAE,KPAE,0,C208,2,4,"w. Bill Dibiasio, 2xBVS-RNAV29, 2xPAE-RNAV34",2,0,0,0,0
8/12/2016,N248JP,KPAE,KPAE,0,C208,4,0,with Bill Dibiasio,2,0,0,0,0
8/11/2016,N338BC,KPAE,KPAE,1,T194,8,0,--,0,0,0,0,0
8/11/2016,N248JP,KPAE,KPAE,0,C208,1,0,with Steve Zurovsky,1.7,0,0,0,0
8/11/2016,N248JP,KPAE,KPAE,0,C208,1,0,with Steve Zurovsky,1,0,0,0,0
8/10/2016,N248JP,KPAE,KPAE,0,C208,3,0,with Steve Zurovsky,1,0,0,0,0
8/8/2016,N338BC,KPAE,KPAE,2.5,T194,10,0,"AWO, BVS",0,0,0,0,0
8/7/2016,N338BC,KPAE,KPAE,1,T194,7,0,--,0,0,0,0,0
7/13/2016,ZS-PSD,FAPA,FASI,4,C206,1,0,--,0,0,0,0,0
7/13/2016,ZU-IIV,FASI,FASI,0.5,T194,6,0,tailwheel w. J,0,0,0,0,0
7/11/2016,ZS-PSD,FAMG,FAPA,2.3,C206,1,0,--,0,0,0,0,0
7/8/2016,ZS-PSD,FAPM,FAMG,0.7,C206,1,0,--,0,0,0,0,0
7/6/2016,ZS-PSD,FAPP,FAPM,2.5,C206,1,0,--,0,0,0,0,0
7/5/2016,ZS-PSD,FBFT,FAPP,1.6,C206,1,0,--,0,0,0,0,0
7/5/2016,ZS-PSD,FLRZ,FLKK,0.7,C206,1,0,--,0,0,0,0,0
7/2/2016,ZS-PSD,FLHP,FLRZ,1.8,C206,1,0,--,0,0,0,0,0
7/2/2016,ZS-PSD,FLKK,FBFT,2.8,C206,1,0,--,0,0,0,0,0
6/26/2016,ZS-PSD,FLHN,FLHP,1.8,C206,1,0,--,0,0,0,0,0
6/12/2016,N824MZ,KBFI,KBFI,1.4,AEST,2,0,to/from CYYJ,0,0,0,0,0
6/8/2016,N4242G,KPAE,KPAE,0.6,8KCAB,4,0,AWO,0,0,0,0,0
6/7/2016,N4242G,KPAE,KPAE,1.6,8KCAB,2,0,to/from 11S (Sekui),0,0,0,0,0
4/29/2016,N4242G,KPAE,KPAE,0.9,8KCAB,5,0,"acro practice, awo",0,0,0,0,0
4/28/2016,N824MZ,KAPC,KBFI,3,AEST,2,0,double back ti APC for laptop,0,0,0,0,0
4/27/2016,N824MZ,KBFI,KAPC,2.7,AEST,1,0,--,0,0,0,0,0
4/25/2016,N4242G,KPAE,KPAE,1.5,8KCAB,5,0,"Practice Acro, refuel AWO",0,0,0,0,0
4/20/2016,N4242G,KPAE,KPAE,1,8KCAB,5,0,"Acro, AWO",0,0,0,0,0
4/19/2016,N4242G,KPAE,KPAE,1.2,8KCAB,6,0,"Acro Practice, refuel @ BVS",0,0,0,0,0
4/17/2016,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,0
4/17/2016,N4242G,KPAE,KPAE,1,8KCAB,5,0,"Acro practice, AWO",0,0,0,0,0
4/16/2016,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,--,0,0,0,0,0
4/15/2016,N4242G,KPAE,KPAE,1,8KCAB,6,0,--,0,0,0,0,0
4/10/2016,N4242G,KPAE,KPAE,1.2,8KCAB,8,0,BVS,0,0,0,0,0
4/3/2016,ZS-PSD,FBMN,FALA,3.7,C206,1,0,--,0,0,0,0,0
4/3/2016,ZS-PSD,FALA,FASI,0.6,C206,1,0,--,0,0,0,0,0
4/2/2016,ZS-PSD,FYLS,FYKM,0.5,C206,1,0,--,0,0,0,0,0
4/2/2016,ZS-PSD,FYKM,FBMN,1.4,C206,1,0,--,0,0,0,0,0
3/30/2016,ZS-PSD,FYEF,FYOA,1.7,C206,1,0,--,0,0,0,0,0
3/30/2016,ZS-PSD,FYOA,FYLS,3.8,C206,1,0,--,0,0,0,0,0
3/28/2016,ZS-PSD,FYHO,FYEF,1.4,C206,1,0,--,0,0,0,0,0
3/25/2016,ZS-PSD,FYSO,FYSM,1.5,C206,1,0,--,0,0,0,0,0
3/25/2016,ZS-PSD,FYSM,FYHO,1.8,C206,1,0,--,0,0,0,0,0
3/24/2016,ZU-IBK,FYSO,FYSO,1.5,Z194,1,0,--,0,0,0,0,0
3/23/2016,ZU-IBK,FYSO,FYSO,0.8,Z194,1,0,--,0,0,0,0,0
3/22/2016,ZS-PSD,FYSO,FYWE,1,C206,1,0,--,0,0,0,0,0
3/22/2016,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,0
3/21/2016,ZU-IBK,FYSO,FYSO,0.8,Z194,1,0,--,0,0,0,0,0
3/20/2016,ZS-PSD,FYWH,FYSO,1,C206,1,0,--,0,0,0,0,0
3/20/2016,ZS-PSD,FYSO,FYWH,1,C206,1,0,--,0,0,0,0,0
3/19/2016,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,0
3/19/2016,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,0
3/19/2016,ZS-PSD,FAUP,FYWE,3.7,C206,1,0,"fykt, fyml",0,0,0,0,0
3/18/2016,ZS-PSD,FASI,FAUP,3.8,C206,1,0,--,0,0,0,0,0
3/15/2016,ZS-PSD,FASI,FASI,1,C206,9,0,"Petite, FAHG",0,0,0,0,0
3/14/2016,ZU-IBK,FASI,FASI,1,Z194,6,0,--,0,0,0,0,0
3/14/2016,ZS-PSD,FASI,FASI,1.8,C206,8,0,T&G's @ Petite,0,0,0,0,0
2/28/2016,N4242G,KPAE,KPAE,1,8KCAB,2,0,"acro, OS9",0,0,0,0,0
2/26/2016,N824MZ,KPAE,KPAE,1.8,AEST,1,6,"PAE ILS16X4, HOLD, RNAV16, BFI ILS13; A. Maritz",0,0,0,0,0
2/20/2016,N4242G,KPAE,KPAE,1,8KCAB,1,0,acro,0,0,0,0,0
1/25/2016,N4242G,KPAE,KPAE,1,8KCAB,2,0,"Acro (inverted, spins)",0,0,0,0,0
1/9/2016,N4242G,KPAE,KPAE,0.9,8KCAB,3,0,"Acro (inverted, spins)",0,0,0,0,0
1/8/2016,N4242G,KPAE,KPAE,0.8,8KCAB,3,0,"Acro (inverted, spins)",0,0,0,0,0
1/2/2016,N4242G,KPAE,KPAE,0.7,8KCAB,3,0,--,0,0,0,0,0
11/1/2015,N4242G,KPAE,KPAE,1,8KCAB,7,0,--,0,0,0,0,0
10/31/2015,ZS-PSD,FYWE,FAUP,3.2,C206,1,0,--,0,0,0,0,0
10/31/2015,ZS-PSD,FAUP,FASI,3.2,C206,1,0,--,0,0,0,0,0
10/30/2015,ZS-PSD,FYSO,FYWE,1,C206,1,0,--,0,0,0,0,0
10/29/2015,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,0
10/29/2015,ZS-PSD,FYWE,FYWE,0.5,C206,4,0,--,0,0,0,0,0
10/28/2015,ZU-IBK,FYSO,FYWE,1.5,Z194,1,0,--,0,0,0,0,0
10/27/2015,ZU-IBK,FYSO,FYSO,1,Z194,1,0,--,0,0,0,0,0
10/26/2015,ZU-IBK,FYSO,FYSO,1.4,Z194,2,0,--,0,0,0,0,0
10/26/2015,ZU-IBK,FYSO,FYSO,1,Z194,1,0,--,0,0,0,0,0
10/25/2015,ZU-IBK,FYSO,FYSO,1.4,Z194,2,0,--,0,0,0,0,0
10/25/2015,ZU-IBK,FYSO,FYSO,0.7,Z194,7,0,--,0,0,0,0,0
10/24/2015,ZU-IBK,FYWE,FYSO,1.5,Z194,2,0,--,0,0,0,0,0
10/24/2015,ZU-IBK,FYSO,FYSO,0.7,Z194,1,0,--,0,0,0,0,0
10/23/2015,ZU-IBJ,FASI,FASI,0.5,Z194,3,0,--,0,0,0,0,0
10/22/2015,ZU-IBJ,FASI,FASI,0.5,Z194,4,0,--,0,0,0,0,0
9/24/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,0
9/23/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,0
9/22/2015,N4242G,CYYJ,KPAE,1,8KCAB,2,0,BLI,0,0,0,0,0
9/22/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,0
9/21/2015,N4242G,KPAE,CYYJ,1,8KCAB,1,0,--,0,0,0,0,0
8/24/2015,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,--,0,0,0,0,0
8/24/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,0
8/23/2015,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,--,0,0,0,0,0
8/23/2015,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,BVS,0,0,0,0,0
8/23/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,0
8/22/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,0
8/22/2015,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,BVS,0,0,0,0,0
8/22/2015,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,--,0,0,0,0,0
8/21/2015,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,--,0,0,0,0,0
8/21/2015,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,0
8/20/2015,N4242G,KAWO,KAWO,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,0
8/20/2015,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,AWO,0,0,0,0,0
8/16/2015,N4242G,KPAE,KPAE,1.5,8KCAB,6,0,BVS,0,0,0,0,0
8/15/2015,N824MZ,KBFI,KBFI,1.4,AEST,2,0,BFI-YYJ-BFI,0,0,0,0,0
8/14/2015,N824MZ,KSJC,KBFI,3,AEST,1,1,ILS-31R,0,0.4,0,0,0
8/10/2015,N4242G,KPAE,KPAE,1,8KCAB,4,0,AWO,0,0,0,0,0
8/10/2015,N824MZ,KBFI,KSJC,3,AEST,1,0,--,0,0,0,0,0
8/7/2015,N4242G,KPAE,KPAE,1,8KCAB,2,0,AWO,0,0,0,0,0
8/5/2015,N824MZ,KLVK,KBFI,3,AEST,1,1,ILS-31R,0,0.5,0,0,0
8/3/2015,N824MZ,KBFI,KLVK,3,AEST,1,0,--,0,0,0,0,0
7/30/2015,N4242G,KPAE,KPAE,1.4,8KCAB,2,0,WA09,0,0,0,0,0
7/19/2015,N4242G,KORS,KPAE,1.2,8KCAB,4,0,ORS-BVS-ORS-BVS-PAE,0,0,0,0,0
7/17/2015,N4242G,KPAE,KORS,2,8KCAB,6,0,PAE-BVS-ORS-BVS-ORS-BVS,0,0,0,0,0
7/6/2015,N824MZ,KBFI,KCOE,1.2,AEST,1,0,--,0,0,0,0,0
7/6/2015,N824MZ,KBFI,KBFI,1.3,AEST,1,4,"KAWO LOC-34 x3, Hold, KBFI ILS-13R (A. Maritz)",0,0,0,0,0
7/6/2015,N824MZ,KCOE,KGEG,0.9,AEST,1,2,"KCOE RNAV-06, VOR-02 (J. Christy)",0,0,0,0,0
7/3/2015,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,KPAE 34R,0,0,0,0,0
7/2/2015,N824MZ,KHIO,KBFI,1,AEST,1,0,--,0,0,0,0,0
7/2/2015,N824MZ,KSJC,KHIO,2.4,AEST,1,0,--,0,0,0,0,0
6/29/2015,N4242G,KPAE,KPAE,1.5,8KCAB,6,0,"AWO, Pt Townsend",0,0,0,0,0
6/27/2015,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,AWO,0,0,0,0,0
6/22/2015,N824MZ,KMYF,KSJC,2,AEST,1,0,--,0,0,0,0,0
6/19/2015,N824MZ,KSJC,KMYF,2,AEST,1,0,--,0,0,0,0,0
6/15/2015,N824MZ,KASE,KSJC,4.3,AEST,2,0,Stop KRIF,0,0,0,0,0
6/12/2015,N824MZ,KSJC,KASE,4.2,AEST,2,0,Stop KRIF,0,0,0,0,0
5/30/2015,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,"BVS, AWO",0,0,0,0,0
